timestamp,value
2025-03-02T02:18:34Z,88.7
2025-03-02T02:19:34Z,50
2025-03-02T02:20:34Z,50
2025-03-02T02:21:34Z,50
2025-03-02T02:22:34Z,50
2025-03-02T02:23:34Z,87.5
2025-03-02T02:24:34Z,50
2025-03-02T02:25:34Z,89.6
2025-03-02T02:26:34Z,50
2025-03-02T02:27:34Z,91.2
2025-03-02T02:28:34Z,92.6
2025-03-02T02:29:34Z,93.6
2025-03-02T02:30:34Z,50
2025-03-02T02:31:34Z,50
2025-03-02T02:32:34Z,92.3
2025-03-02T02:33:34Z,50
2025-03-02T02:34:34Z,92.4
2025-03-02T02:35:34Z,50
2025-03-02T02:36:34Z,90.5
2025-03-02T02:37:34Z,50
2025-03-02T02:38:34Z,90.5
2025-03-02T02:39:34Z,50
2025-03-02T02:40:34Z,50
2025-03-02T02:41:34Z,91.6
2025-03-02T02:42:34Z,50
2025-03-02T02:43:34Z,50
2025-03-02T02:44:34Z,91
2025-03-02T02:45:34Z,50
2025-03-02T02:46:34Z,50
2025-03-02T02:47:34Z,50
2025-03-02T02:48:34Z,50
2025-03-02T02:49:34Z,50
2025-03-02T02:50:34Z,50
2025-03-02T02:51:34Z,50
2025-03-02T02:52:34Z,50
2025-03-02T02:53:34Z,50
2025-03-02T02:54:34Z,50
2025-03-02T02:55:34Z,50
2025-03-02T02:56:34Z,50
2025-03-02T02:57:34Z,50
2025-03-02T02:58:34Z,50
2025-03-02T02:59:34Z,50
2025-03-02T03:00:34Z,50
2025-03-02T03:01:34Z,50
2025-03-02T03:02:34Z,50
2025-03-02T03:03:34Z,88.7
2025-03-02T03:04:34Z,50
2025-03-02T03:05:34Z,50
2025-03-02T03:06:34Z,50
2025-03-02T03:07:34Z,50
2025-03-02T03:08:34Z,50
