timestamp,rmssd,coverage,low_frequency,high_frequency
2025-03-02T08:50:00,151.694,0.999,6846.031,4881.729
2025-03-02T08:55:00,161.515,1,2893.374,6333.105
2025-03-02T09:00:00,153.571,0.987,4232.223,5497.057
2025-03-02T09:05:00,158.601,1.002,3021.918,4719.695
2025-03-02T09:10:00,157.549,0.95,2121.457,5578.265
2025-03-02T09:15:00,134.745,0.986,9453.344,3417.233
2025-03-02T09:20:00,124.717,0.948,4463.643,2265.402
2025-03-02T22:20:00,132.326,0.849,4245.176,2123.144
2025-03-02T22:25:00,107.205,0.759,6050.532,1754.012
2025-03-02T22:30:00,134.149,0.894,3684.682,2999.795
2025-03-02T22:35:00,142.438,0.949,1813.977,3797.248
2025-03-02T22:40:00,137.642,0.996,2689.308,3025.462
2025-03-02T22:45:00,119.484,0.934,1663.414,2692.79
2025-03-02T22:50:00,128.692,1.003,997.553,2828.99
2025-03-02T22:55:00,125.005,1,581.818,2772.378
2025-03-02T23:00:00,126.641,0.915,1126.842,2938.938
2025-03-02T23:05:00,126.176,0.987,5130.47,2830.016
2025-03-02T23:10:00,113.837,0.989,3297.095,2226.113
2025-03-02T23:15:00,92.472,1.006,1262.245,1720.362
2025-03-02T23:20:00,99.31,1.002,2639.663,1913.741
2025-03-02T23:25:00,114.569,0.944,9482.888,2283.505
2025-03-02T23:30:00,102.606,0.915,2890.471,1729.298
2025-03-02T23:35:00,127.771,0.952,2272.171,2675.751
2025-03-02T23:40:00,134.88,1.002,3857.283,3404.969
2025-03-02T23:45:00,80.892,0.953,3920.895,1087.442
2025-03-02T23:50:00,104.507,0.936,3255.99,2218.227
2025-03-02T23:55:00,122.016,1.006,3685.795,2504.299
2025-03-03T00:00:00,123.881,0.955,1400.027,2937.682
2025-03-03T00:05:00,131.825,1.006,1555.879,3300.65
2025-03-03T00:10:00,140.572,0.972,1843.665,3367.549
2025-03-03T00:15:00,133.253,1.002,2096.515,3324.871
2025-03-03T00:20:00,124.551,0.892,5330.022,2192.838
2025-03-03T00:25:00,121.23,0.856,6677.231,2033.8
2025-03-03T00:30:00,108.785,0.973,5809.05,2034.989
2025-03-03T00:35:00,98.266,0.926,7119.149,1267.89
2025-03-03T00:40:00,117.152,1,1206.895,2141.99
2025-03-03T00:45:00,117.243,1.007,2028.647,2051.755
2025-03-03T00:50:00,123.681,1,601.12,2646.233
2025-03-03T00:55:00,119.915,0.925,3113.374,2070.501
2025-03-03T01:00:00,125.481,0.942,3033.345,2223.344
2025-03-03T01:05:00,113.105,0.96,3221.384,2529.845
2025-03-03T01:10:00,110.972,0.928,6035.949,2076.165
2025-03-03T01:15:00,157.451,0.966,3629.131,3964.948
2025-03-03T01:20:00,159.699,1.006,1740.02,4166.342
2025-03-03T01:25:00,148.077,0.847,7938.174,2076.809
2025-03-03T01:30:00,148.287,0.988,6179.613,4028.577
2025-03-03T01:35:00,144.992,0.909,4522.763,3278.554
2025-03-03T01:40:00,167.082,0.992,5740.394,3519.556
2025-03-03T01:45:00,197.918,0.981,3825.711,6448.617
2025-03-03T01:50:00,170.145,0.944,4517.993,5016.873
2025-03-03T01:55:00,168.609,0.912,2363.89,5279.952
2025-03-03T02:00:00,161.56,0.99,2155.967,4749.525
2025-03-03T02:05:00,164.379,1.004,2951.245,4482.827
2025-03-03T02:10:00,167.692,0.997,2623.392,3815.739
2025-03-03T02:15:00,169.44,0.986,2226.218,4867.252
2025-03-03T02:20:00,148.35,0.945,1362.839,4299.559
2025-03-03T02:25:00,130.924,0.917,7894.97,2314.52
2025-03-03T02:30:00,132.689,0.945,1674.67,2775.805
2025-03-03T02:35:00,118.985,0.97,13496.563,1938.099
2025-03-03T02:40:00,126.334,0.925,4166.782,3370.951
2025-03-03T02:45:00,161.14,0.975,12223.722,3645.705
2025-03-03T02:50:00,175.48,1.004,2342.528,5075.628
2025-03-03T02:55:00,158.776,0.968,8186.142,3514.828
2025-03-03T03:00:00,160.834,1.004,4089.324,4028.877
2025-03-03T03:05:00,147.723,0.897,8645.591,4369.193
2025-03-03T03:10:00,136.883,0.962,15383.071,2758.712
2025-03-03T03:15:00,116.914,0.994,2369.732,1838.56
2025-03-03T03:20:00,142.58,1.006,6003.351,2811.975
2025-03-03T03:25:00,149.804,1,3763.164,3499.996
2025-03-03T03:30:00,118.087,0.961,4737.158,3297.55
2025-03-03T03:35:00,152.594,0.945,2999.592,5350.427
2025-03-03T03:40:00,134.78,0.964,5450.561,3113.911
2025-03-03T03:45:00,161.698,0.997,3846.799,5429.474
2025-03-03T03:50:00,132.76,0.97,9299.549,3203.749
2025-03-03T03:55:00,157.996,0.908,4396.25,4190.054
2025-03-03T04:00:00,151.378,0.939,6559.74,3986.665
2025-03-03T04:05:00,150.6,0.989,3025.961,3595.161
2025-03-03T04:10:00,157.032,0.934,2388.533,4204.689
2025-03-03T04:15:00,157.499,0.995,3452.109,4549.639
2025-03-03T04:20:00,142.718,0.991,2080.794,3734.027
2025-03-03T04:25:00,154.769,1.005,2576.589,4371.498
2025-03-03T04:30:00,162.043,0.996,2252.112,5093.394
2025-03-03T04:35:00,149.561,0.919,5989.86,3893.017
2025-03-03T04:40:00,157.958,1.005,3892.153,4538.175
2025-03-03T04:45:00,154.571,0.965,2605.031,4127.283
2025-03-03T04:50:00,141.831,0.971,4295.255,3158.548
2025-03-03T04:55:00,139.131,0.995,2218.883,3002.741
2025-03-03T05:00:00,129.657,0.969,6535.102,2964.994
2025-03-03T05:05:00,122.17,0.957,5266.439,2156.04
2025-03-03T05:10:00,116.496,0.949,4986.64,2380.153
2025-03-03T22:15:00,119.1,0.746,6863.503,2320.067
2025-03-03T22:20:00,84.84,0.936,3580.344,1290.646
2025-03-03T22:25:00,87.697,0.934,1793.511,2064.911
2025-03-03T22:30:00,83.885,0.987,2162.771,1541.851
2025-03-03T22:35:00,80.797,0.912,1359.202,1039.779
2025-03-03T22:40:00,74.968,0.997,1799.706,1005.109
2025-03-03T22:45:00,104.538,0.904,5436.805,2416.412
2025-03-03T22:50:00,89.439,0.979,2511.173,1588.049
2025-03-03T22:55:00,75.445,0.792,2466.23,685.366
2025-03-03T23:00:00,73.146,0.913,3356.889,958.845
2025-03-03T23:05:00,111.014,0.99,4025.182,2723.07
2025-03-03T23:10:00,103.737,1.003,2892.761,2371.683
2025-03-03T23:15:00,72.358,1.004,2735.818,1301.196
2025-03-03T23:20:00,63.751,0.916,1304.353,670.866
2025-03-03T23:25:00,61.755,0.981,6295.27,794.973
2025-03-03T23:30:00,67.1,1.003,1805.657,1094.099
2025-03-03T23:35:00,59.086,0.992,1152.023,870.905
2025-03-03T23:40:00,55.971,1.002,354.903,778.868
2025-03-03T23:45:00,62.773,1.004,1199.938,1014.116
2025-03-03T23:50:00,59.245,1.002,762.429,1013.412
2025-03-03T23:55:00,62.016,1.005,1385.129,1188.035
2025-03-04T00:00:00,50.678,0.937,2011.302,484.428
2025-03-04T00:05:00,52.164,0.98,2569.353,968.221
2025-03-04T00:10:00,54.512,1.003,1555.03,643.138
2025-03-04T00:15:00,56.726,1.004,4120.279,584.435
2025-03-04T00:20:00,58.503,0.992,1849.28,643.253
2025-03-04T00:25:00,53.811,1.004,928.961,487.506
2025-03-04T00:30:00,57.209,1.002,1061.351,720.681
2025-03-04T00:35:00,68.076,0.932,5811.252,801.15
2025-03-04T00:40:00,115.176,0.991,2982.646,2958.144
2025-03-04T00:45:00,108.016,0.92,7092.301,2068.778
2025-03-04T00:50:00,98.905,0.893,3059.227,1678.839
2025-03-04T00:55:00,99.226,0.924,8595.662,1810.713
2025-03-04T01:00:00,82.953,0.974,4477.702,968.735
2025-03-04T01:05:00,79.054,1.004,1781.904,817.607
2025-03-04T01:10:00,86.998,0.994,3264.743,1275.049
2025-03-04T01:15:00,74.998,0.906,7539.579,857.131
2025-03-04T01:20:00,97.414,0.964,8588.015,1887.753
2025-03-04T01:25:00,65.998,0.887,5009.679,990.519
2025-03-04T01:30:00,83.457,0.987,2984.676,1377.236
2025-03-04T01:35:00,80.719,0.987,3853.973,1508.653
2025-03-04T01:40:00,88.525,0.985,4068.451,1579.039
2025-03-04T01:45:00,86.444,0.906,4302.609,1223.956
2025-03-04T01:50:00,80.211,0.934,4730.472,893.579
2025-03-04T01:55:00,69.749,0.88,5864.728,712.352
2025-03-04T02:00:00,93.409,1.002,3782.79,2102.755
2025-03-04T02:05:00,76.257,1.003,2112.255,1172.088
2025-03-04T02:10:00,79.37,0.996,3290.116,1299.635
2025-03-04T02:15:00,80.412,1.002,2574.35,1315.006
2025-03-04T02:20:00,81.016,1.004,1773.979,1294.813
2025-03-04T02:25:00,90.803,0.977,3460.205,1774.317
2025-03-04T02:30:00,84.646,0.93,7255.182,1690.454
2025-03-04T02:35:00,98.874,0.945,4632.201,1758.455
2025-03-04T02:40:00,104.219,0.95,5283.222,2032.491
2025-03-04T02:45:00,109.733,0.968,3587.574,2466.183
2025-03-04T02:50:00,78.144,1.004,4593.323,1115.88
2025-03-04T02:55:00,64.073,1.002,3084.843,403.333
2025-03-04T03:00:00,75.511,0.965,5486.794,961.821
2025-03-04T03:05:00,43.31,0.999,2139.378,375.4
2025-03-04T03:10:00,61.135,0.938,5148.433,1142.464
2025-03-04T03:15:00,64.772,0.987,2950.351,1060.866
2025-03-04T03:20:00,75.528,1.003,2823.529,1087.888
2025-03-04T03:25:00,90.301,0.985,3480.711,1869.119
2025-03-04T03:30:00,93.325,1.004,2847.118,1645.503
2025-03-04T03:35:00,98.656,1.003,4025.643,1761.58
2025-03-04T03:40:00,99.853,1.003,3250.754,2124.895
2025-03-04T03:45:00,89.284,0.998,1938.763,1954.462
2025-03-04T03:50:00,100.447,1.004,4057.415,2108.439
2025-03-04T03:55:00,97.59,1,3149.17,2010.233
2025-03-04T04:00:00,95.194,1.004,2929.22,2148.148
2025-03-04T04:05:00,93.011,0.963,4745.555,1893.971
2025-03-04T04:10:00,106.061,0.946,5484.848,1484.529
2025-03-04T04:15:00,92.544,0.997,3861.681,1251.467
2025-03-04T04:20:00,70.736,0.932,3396.683,1238.953
2025-03-04T04:25:00,75.63,1.004,3937.458,1026.234
2025-03-04T04:30:00,64.732,0.953,2662.417,929.621
2025-03-04T04:35:00,38.797,1.005,1248.467,278.366
2025-03-04T04:40:00,39.326,0.976,1795.473,353.35
2025-03-04T04:45:00,69.735,0.945,2596.146,994.411
2025-03-04T04:50:00,85.747,0.977,5097.495,1660.519
2025-03-04T04:55:00,73.828,1.004,3328.781,815.665
2025-03-04T05:00:00,50.949,1.003,875.704,577.691
2025-03-04T05:05:00,59.882,1.004,1207.62,805.569
2025-03-04T05:10:00,65.874,0.802,2299.228,762.449
2025-03-04T22:35:00,117.769,0.921,2312.785,1932.375
2025-03-04T22:40:00,120.577,0.973,2841.178,2315.64
2025-03-04T22:45:00,134.71,0.935,2264.742,2808.385
2025-03-04T22:50:00,141.23,0.967,1430.504,3386.239
2025-03-04T22:55:00,126.348,0.94,3499.52,3241.664
2025-03-04T23:00:00,113.553,0.984,1005.213,2256.367
2025-03-04T23:05:00,96.745,1.003,526.893,1561.317
2025-03-04T23:10:00,95.872,1.004,1179.034,1534.419
2025-03-04T23:15:00,109.532,0.952,2375.499,2062.027
2025-03-04T23:20:00,133.832,0.956,8568.891,3256.113
2025-03-04T23:25:00,128.823,0.997,1696.493,2670.849
2025-03-04T23:30:00,115.154,1.005,952.647,2281.311
2025-03-04T23:35:00,111.027,1.002,1275.094,2009.355
2025-03-04T23:40:00,111.331,0.999,1472.104,1924.879
2025-03-04T23:45:00,106.718,1.005,682.854,2266.656
2025-03-04T23:50:00,106.661,1.003,893.126,2020.804
2025-03-04T23:55:00,106.853,1.004,462.854,2054.266
2025-03-05T00:00:00,115.383,0.997,706.14,2547.255
2025-03-05T00:05:00,113.878,0.918,1221.87,2181.622
2025-03-05T00:10:00,104.337,0.945,8369.807,1937.863
2025-03-05T00:15:00,101.265,0.969,9204.706,2208.893
2025-03-05T00:20:00,109.304,1.005,8575.815,2911.928
2025-03-05T00:25:00,133.8,0.924,4470.676,3284.438
2025-03-05T00:30:00,156.741,0.99,2428.88,4427.941
2025-03-05T00:35:00,172.521,1.003,2431.409,5385.991
2025-03-05T00:40:00,164.851,1.003,1633.781,4421.172
2025-03-05T00:45:00,163.199,1.004,1608.176,4164.237
2025-03-05T00:50:00,160.431,1.003,1031.339,4437.722
2025-03-05T00:55:00,160.219,1.006,1440.532,4058.661
2025-03-05T01:00:00,149.194,0.958,4990.692,4309.65
2025-03-05T01:05:00,131.811,0.996,5068.017,3605.472
2025-03-05T01:10:00,128.695,0.956,3729.016,2401.496
2025-03-05T01:15:00,136.452,0.974,7399.028,3627.318
2025-03-05T01:20:00,168.651,0.977,5623.172,4834.136
2025-03-05T01:25:00,172.563,0.91,6983.953,4438.467
2025-03-05T01:30:00,158.544,0.967,5260.037,4640.099
2025-03-05T01:35:00,146.798,1.003,5975.917,3843.133
2025-03-05T01:40:00,130.235,0.921,3423.274,2298.87
2025-03-05T01:45:00,144.224,0.904,8949.891,2726.113
2025-03-05T01:50:00,125.315,0.91,7718.905,2511.58
2025-03-05T01:55:00,90.31,0.969,2872.437,1061.689
2025-03-05T02:00:00,140.033,0.912,5710.984,2468.861
2025-03-05T02:05:00,163.576,0.963,10807.334,3295.011
2025-03-05T02:10:00,210.39,0.94,12476.263,6569.419
2025-03-05T02:15:00,187.403,0.971,6414.378,7102.316
2025-03-05T02:20:00,185.703,0.977,8419.765,5344.642
2025-03-05T02:25:00,195.828,0.952,6603.515,6590.546
2025-03-05T02:30:00,170.282,0.981,9397.561,4575.822
2025-03-05T02:35:00,179.539,1.005,3645.604,6124.231
2025-03-05T02:40:00,165.76,1.003,3844.54,4930.544
2025-03-05T02:45:00,181.007,1.003,3375.544,5331.095
2025-03-05T02:50:00,179.867,1.005,1669.048,5806.623
2025-03-05T02:55:00,165.597,0.941,5892.106,5053.173
2025-03-05T03:00:00,179.204,1.002,3584.467,5345.15
2025-03-05T03:05:00,182.902,1.004,3700.677,5537.78
2025-03-05T03:10:00,164.545,0.978,3986.077,4400.691
2025-03-05T03:15:00,176.284,1.002,3701.299,5826.433
2025-03-05T03:20:00,173.867,0.985,5662.729,5536.166
2025-03-05T03:25:00,175.456,1.003,5471.065,5633.708
2025-03-05T03:30:00,152.693,0.956,3462.113,5264.706
2025-03-05T03:35:00,100.714,1.002,3894.677,1554.914
2025-03-05T03:40:00,125.621,0.915,5865.399,2380.544
2025-03-05T03:45:00,167.945,1.002,6167.368,5997.88
2025-03-05T03:50:00,134.88,0.998,9303.649,3249.721
2025-03-05T03:55:00,170.701,0.996,12435.435,5154.104
2025-03-05T04:00:00,187.489,1.003,5607.662,6217.97
2025-03-05T04:05:00,138.636,0.949,5003.186,3621.171
2025-03-05T04:10:00,135.04,0.994,3006.455,3577.67
2025-03-05T04:15:00,130.8,0.977,3631.6,3156.757
2025-03-05T04:20:00,136.353,0.992,2972.178,2995.632
2025-03-05T04:25:00,139.399,0.998,3283.067,4216.201
2025-03-05T04:30:00,131.506,0.987,4018.173,3454.379
2025-03-05T04:35:00,133.132,0.997,3372.36,3581.283
2025-03-05T04:40:00,125.255,0.789,5912.416,3445.166
2025-03-05T04:50:00,136.106,0.94,11819.13,5249.667
2025-03-05T04:55:00,140.321,0.947,5211.299,2647.594
2025-03-05T05:00:00,171.495,0.923,7497.1,6426.982
2025-03-05T05:05:00,147.459,0.941,5912.69,2639.686
2025-03-05T05:10:00,156.964,0.751,4179.118,3372.335
2025-03-05T22:20:00,150.142,0.959,2860.386,3418.109
2025-03-05T22:25:00,150.275,0.907,4515.296,2575.931
2025-03-05T22:30:00,135.065,0.923,5041.514,3512.722
2025-03-05T22:35:00,136.622,0.998,3246.841,3498.594
2025-03-05T22:40:00,148.855,0.855,4842.841,3360.113
2025-03-05T22:45:00,149.315,0.882,7672.08,3683.113
2025-03-05T22:50:00,130.365,0.987,2814.56,2721.717
2025-03-05T22:55:00,116.171,0.996,3152.938,2964.026
2025-03-05T23:00:00,121.716,0.973,2365.947,3588.882
2025-03-05T23:05:00,138.83,1.001,1369.453,3752.838
2025-03-05T23:10:00,138.23,1.005,1392.41,4527.477
2025-03-05T23:15:00,122.844,0.888,3494.377,2615.178
2025-03-05T23:20:00,136.728,0.986,4477.004,4129.067
2025-03-05T23:25:00,108.892,0.969,4557.526,2571.788
2025-03-05T23:30:00,114.612,0.95,6886.21,2401.71
2025-03-05T23:35:00,111.05,0.991,5120.119,2991.364
2025-03-05T23:40:00,132.367,0.994,7701.198,3152.251
2025-03-05T23:45:00,148.752,0.977,3615.193,3786.2
2025-03-05T23:50:00,153.327,1.003,3075.357,3955.368
2025-03-05T23:55:00,153.389,1.004,2958.042,4124.294
2025-03-06T00:00:00,154.985,1,2349.801,3839.181
2025-03-06T00:05:00,168.743,1.003,1909.458,4386.353
2025-03-06T00:10:00,155.332,0.911,5375.025,4027.573
2025-03-06T00:15:00,138.575,0.994,10889.776,3953.145
2025-03-06T00:20:00,150.553,0.951,4689.698,3185.497
2025-03-06T00:25:00,161.316,0.969,14188.91,5859.227
2025-03-06T00:30:00,198.966,0.978,15644.29,5614.164
2025-03-06T00:35:00,173.129,0.79,9513.58,3534.442
2025-03-06T00:40:00,130.085,0.99,5645.714,2982.694
2025-03-06T00:45:00,158.37,0.998,10648.854,4417.834
2025-03-06T00:50:00,172.072,0.995,7479.168,4795.947
2025-03-06T00:55:00,175.985,1.006,5822.892,4900.729
2025-03-06T01:00:00,186.622,0.918,4965.314,4817.315
2025-03-06T01:05:00,87.484,0.915,3637.587,2365.655
2025-03-06T01:10:00,166.525,0.964,7670.939,5428.979
2025-03-06T01:15:00,147.417,0.99,6759.647,3430.777
2025-03-06T01:20:00,171.361,1.003,2879.614,5391.8
2025-03-06T01:25:00,176.246,0.997,4136.137,5247.824
2025-03-06T01:30:00,150.014,0.967,2695.109,2486.232
2025-03-06T01:35:00,160.693,1.002,1031.422,3540.524
2025-03-06T01:40:00,162.653,1.002,840.311,3679.466
2025-03-06T01:45:00,165.503,0.993,858.02,3913.039
2025-03-06T01:50:00,173.918,1.006,876.766,4329.132
2025-03-06T01:55:00,186.894,0.99,949.638,5675.246
2025-03-06T02:00:00,188.489,0.996,1830.719,5789.485
2025-03-06T02:05:00,189.34,0.955,1148.318,5116.092
2025-03-06T02:10:00,161.081,0.973,6457.098,5210.66
2025-03-06T02:15:00,168.06,0.997,2068.886,6288.885
2025-03-06T02:20:00,149.646,0.922,6468.328,3669.664
2025-03-06T02:25:00,170.067,0.867,10240.29,5094.464
2025-03-06T02:30:00,176.311,0.924,8878.723,4073.39
2025-03-06T02:35:00,208.928,0.923,5735.359,8765.984
2025-03-06T02:40:00,199.454,0.967,5009.676,6848.721
2025-03-06T02:45:00,176.269,0.973,2065.873,4873.94
2025-03-06T02:50:00,156.876,0.811,24965.19,4014.109
2025-03-06T02:55:00,169.099,0.947,6542.681,4691.836
2025-03-06T03:00:00,169.357,1.005,3685.875,4135.6
2025-03-06T03:05:00,187.13,0.939,10586.478,5209.339
2025-03-06T03:10:00,154.272,0.884,9910.71,3978.504
2025-03-06T03:15:00,181.548,0.967,8729,6696.254
2025-03-06T03:20:00,185.795,0.994,11468.35,7141.514
2025-03-06T03:30:00,158.109,0.723,6147.65,3626.558
2025-03-06T03:35:00,156.387,0.991,6573.153,3863.624
2025-03-06T03:40:00,177.752,0.993,9152.18,5376.677
2025-03-06T03:45:00,178.559,0.932,3703.565,3846.304
2025-03-06T03:50:00,193.758,0.98,2245.497,6726.908
2025-03-06T03:55:00,206.421,0.981,5558.261,9814.337
2025-03-06T04:00:00,166.802,0.925,6884.513,4495.748
2025-03-06T04:05:00,181.699,0.979,6757.426,6471.13
2025-03-06T04:10:00,174.592,0.849,11532.484,4766.244
2025-03-06T04:15:00,186.48,1.005,6817.94,9721.703
2025-03-06T04:20:00,154.433,0.725,4348.515,3037.314
2025-03-06T04:30:00,155.129,0.775,8889.256,3992.247
2025-03-06T04:35:00,157.095,0.981,6301.577,3801.393
2025-03-06T04:40:00,150.848,0.955,7469.408,3371.89
2025-03-06T04:45:00,162.366,0.964,5682.32,4577.287
2025-03-06T04:50:00,162.084,0.995,4281.833,4199.057
2025-03-06T04:55:00,168.631,0.983,3464.339,4865.741
2025-03-06T05:00:00,157.999,0.908,6800.411,5298.645
2025-03-06T05:05:00,131.79,0.983,6395.142,3532.697
2025-03-06T23:40:00,99.258,0.708,922.398,704.72
2025-03-06T23:50:00,54.636,0.822,596.614,311.972
2025-03-06T23:55:00,73.213,0.791,2389.105,786.995
2025-03-07T00:10:00,88.711,0.831,2689.555,1933.208
2025-03-07T00:15:00,52.159,0.994,359.739,556.927
2025-03-07T00:20:00,45.758,0.994,252.62,505.583
2025-03-07T00:25:00,49.158,0.962,311.159,464.044
2025-03-07T00:30:00,45.091,0.993,313.911,420.824
2025-03-07T00:35:00,48.296,0.882,277.256,562.3
2025-03-07T00:40:00,44.969,1.003,2248.534,545.934
2025-03-07T00:45:00,44.208,1.002,1611.779,473.432
2025-03-07T00:50:00,38.244,1.003,1626.867,393.334
2025-03-07T00:55:00,37.561,0.998,249.922,337.175
2025-03-07T01:00:00,33.233,1.002,260.007,238.778
2025-03-07T01:05:00,33.781,1.004,133.536,348.709
2025-03-07T01:10:00,38.238,0.938,3022.262,435.332
2025-03-07T01:15:00,20.694,1.004,1180.489,138.139
2025-03-07T01:20:00,18.988,0.973,307.609,87.18
2025-03-07T01:25:00,19.263,0.977,386.309,74.127
2025-03-07T01:30:00,26.629,0.969,293.411,144.985
2025-03-07T01:35:00,37.6,0.96,717.586,240.163
2025-03-07T01:40:00,40.973,1.002,365.533,330.762
2025-03-07T01:45:00,37.492,0.961,648.946,350.181
2025-03-07T01:50:00,31.174,1.002,271.21,223.654
2025-03-07T01:55:00,29.45,0.99,174.121,197.248
2025-03-07T02:00:00,26.4,1.002,210.299,170.036
2025-03-07T02:05:00,27.76,1.004,217.144,193.433
2025-03-07T02:10:00,24.698,0.959,146.447,129.712
2025-03-07T02:15:00,33.891,0.919,1084.155,221.58
2025-03-07T02:20:00,16.947,1.003,199.786,29.928
2025-03-07T02:25:00,26.436,0.97,1248.1,209.84
2025-03-07T02:30:00,23.163,0.956,968.346,145.45
2025-03-07T02:35:00,21.642,0.992,210.698,110.869
2025-03-07T02:40:00,22.596,0.927,485.532,67.513
2025-03-07T02:45:00,25.211,0.988,209.771,166.975
2025-03-07T02:50:00,28.795,0.919,204.271,164.939
2025-03-07T02:55:00,26.356,1,234.11,135.923
2025-03-07T03:00:00,22.375,0.95,162.521,116.525
2025-03-07T03:05:00,35.952,0.961,411.762,213.4
2025-03-07T03:10:00,21.963,0.907,682.584,162.887
2025-03-07T03:15:00,28.864,0.981,220.056,169.269
2025-03-07T03:20:00,33.471,0.859,707.687,176.802
2025-03-07T03:25:00,41.821,0.971,1944.813,434.333
2025-03-07T03:30:00,43.072,0.856,2380.599,398.061
2025-03-07T03:35:00,37.218,0.941,537.483,280.278
2025-03-07T03:40:00,68.348,0.834,4503.777,870.515
2025-03-07T03:45:00,58.779,0.921,2688.934,569.94
2025-03-07T03:50:00,56.711,0.999,1456.884,829.602
2025-03-07T03:55:00,41.563,1.002,311.702,410.389
2025-03-07T04:00:00,44.506,0.996,330.513,449.633
2025-03-07T04:05:00,46.151,1.003,376.461,446.745
2025-03-07T04:10:00,47.728,0.869,685.2,587.253
2025-03-07T04:15:00,52.083,0.799,1691.723,460.157
2025-03-07T04:20:00,33.714,0.974,1951.667,282.129
2025-03-07T04:25:00,37.689,0.987,2528.465,488.023
2025-03-07T04:30:00,71.227,0.988,4110.123,1151.454
2025-03-07T04:35:00,107.284,0.954,4286.2,2255.234
2025-03-07T04:40:00,71.117,0.965,3431.195,789.254
2025-03-07T04:45:00,82.444,0.988,3115.887,1414.87
2025-03-07T04:50:00,65.471,0.997,3190.143,805.318
2025-03-07T04:55:00,92.976,0.978,4402.279,1452.1
2025-03-07T05:00:00,128.059,0.989,6288.117,2917.401
2025-03-07T05:05:00,118.654,0.985,9047.037,2305.289
2025-03-07T05:10:00,141.219,0.817,4479.34,1788.619
2025-03-07T05:15:00,108.052,0.918,7324.705,3512.372
